id,submit_time,location,men,women,1_14,15_24,25_49,50_64,65+,education,farm,income,message1946,message1964,message1981,message2012,trans1946,trans1964,trans1981,trans2012,insurance,experience,flood_times,guilty_times,exp_location,hazard_least,farm_lost,house_lost,furniture_lost,assets_lost,1904,1946,1964,1981,2012,levee,report,maner
310,2018/2/24 22:37,石嘴山市 > 惠农区 > 城区各街道,1,2,,1,1,1,,本科及以上,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,7,6,6
309,2018/2/24 22:33,吴忠市,2,1,,1,1,1,,本科及以上,非农,"＜5,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,无,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,6,10,7
308,2018/2/24 22:32,石嘴山市 > 大武口区 > 市区各街道,2,1,,1,2,,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,毫无了解,9,10,10
307,2018/2/24 22:23,石嘴山市 > 惠农区 > 城区各街道,2,1,,1,5,,,本科及以上,非农,"＞50,000元",尚无; 互联网,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,书面记载,有所耳闻,书面记载,周遭经历,有所耳闻,6,10,10
306,2018/2/24 21:38,银川市 > 金凤区 > 城区各街道,2,1,1,,2,,,本科及以上,非农,"5,000~10,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,自行车,摩托车; 自行车,汽车; 摩托车; 自行车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,7,7,6
305,2018/2/24 21:36,石嘴山市,2,1,,1,2,,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,自行车,自行车,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,5,10,10
304,2018/2/24 21:28,石嘴山市,1,3,,1,1,1,1,大专,非农,"20,000~50,000元",尚无,尚无,尚无,固定电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,周遭经历,毫无了解,8,8,8
303,2018/2/24 21:19,吴忠市 > 利通区 > 高闸镇,2,2,,1,2,,1,高中或中专,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,周遭经历,有所耳闻,5,6,6
302,2018/2/24 21:18,银川市 > 贺兰县 > 金贵镇,3,3,2,,2,,2,高中或中专,务农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,亲身经历,5,5,5
301,2018/2/24 21:12,银川市 > 金凤区,1,2,,1,2,,,大专,非农,"10,000~20,000元",尚无,尚无,固定电话,互联网; 移动电话,尚无,尚无,自行车,汽车,无,尚无,,,,,,,,,有所耳闻,书面记载,有所耳闻,书面记载,有所耳闻,6,6,6
300,2018/2/24 21:07,石嘴山市 > 大武口区 > 市区各街道,1,2,,1,2,,,大专,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话; 固定电话,尚无,尚无,尚无,自行车,有,尚无,,,,,,,,,书面记载,毫无了解,毫无了解,毫无了解,有所耳闻,1,5,5
299,2018/2/24 20:52,银川市 > 金凤区 > 城区各街道,3,3,1,1,2,,2,高中或中专,务农,"5,000~10,000元",尚无,尚无,尚无,固定电话,尚无,尚无,尚无,自行车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,6,6
298,2018/2/24 20:50,银川市 > 兴庆区 > 城区各街道,1,2,,1,1,1,,本科及以上,非农,"＜5,000元",尚无,尚无,固定电话,移动电话,尚无,自行车,自行车,摩托车,无,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,6,6,6
297,2018/2/24 18:30,银川市 > 金凤区 > 城区各街道,3,2,1,,2,2,,大专,非农,"＞50,000元",尚无,尚无,固定电话,固定电话; 移动电话; 互联网,自行车,自行车,自行车; 摩托车,自行车; 摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
296,2018/2/24 17:42,石嘴山市 > 大武口区 > 市区各街道,1,2,1,,1,,,大专,非农,"＞50,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,自行车,自行车,自行车,有,尚无,,,,,,,,,毫无了解,有所耳闻,有所耳闻,有所耳闻,毫无了解,10,10,10
295,2018/2/24 15:04,银川市 > 灵武市 > 宁东镇,3,5,3,3,3,3,3,高中或中专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,自行车,无,尚无,,,,,,,,,有所耳闻,书面记载,书面记载,有所耳闻,有所耳闻,6,6,6
294,2018/2/24 14:34,石嘴山市 > 大武口区,1,2,,1,1,1,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,5,5,5
293,2018/2/24 13:24,银川市 > 灵武市 > 东塔镇,1,2,,1,3,1,,高中或中专,非农,"5,000~10,000元",尚无,尚无,固定电话,移动电话; 互联网,尚无,尚无,尚无,尚无,有,尚无,,,,,,,,,有所耳闻,书面记载,有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,5,5,5
292,2018/2/24 13:16,银川市 > 灵武市 > 梧桐树乡,2,2,,,,4,,初中,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,无,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,7,7,7
291,2018/2/24 13:11,吴忠市,3,1,1,1,2,,,高中或中专,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,7,8,10
290,2018/2/24 13:02,银川市 > 灵武市 > 梧桐树乡,4,5,2,,4,2,1,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话; 互联网; 固定电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,5,5,5
289,2018/2/24 12:01,银川市,3,4,2,1,4,1,1,本科及以上,非农,"10,000~20,000元",尚无,尚无,固定电话,移动电话; 互联网,尚无,自行车,自行车,汽车,有,尚无,,,,,,,,,有所耳闻; 书面记载,有所耳闻; 书面记载,书面记载; 有所耳闻,书面记载; 有所耳闻,有所耳闻,8,8,8
288,2018/2/24 11:53,银川市 > 灵武市 > 东塔镇,1,3,1,,1,5,,大专,非农,"10,000~20,000元",尚无,尚无,尚无,固定电话; 移动电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,9,6,6
287,2018/2/24 11:47,银川市 > 贺兰县,2,2,,2,2,,,本科及以上,非农,"5,000~10,000元",尚无,固定电话,尚无,移动电话; 固定电话,尚无,尚无,尚无,摩托车,无,尚无,,,,,,,,,有所耳闻,书面记载,有所耳闻,周遭经历,周遭经历,7,7,8
286,2018/2/24 11:47,银川市 > 贺兰县 > 习岗镇,2,2,,,2,2,,本科及以上,非农,"5,000~10,000元",固定电话,固定电话,固定电话,固定电话; 移动电话; 互联网,自行车,自行车,自行车,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,4,4,5
285,2018/2/24 11:45,银川市 > 灵武市 > 郝家桥镇,3,3,,1,1,,2,高中或中专,务农,"＞50,000元",尚无,尚无,固定电话,移动电话; 互联网,尚无,尚无,自行车,摩托车; 汽车,有,洪灾,1次 > 请填写受灾年份，记不清则留空: 记不清,,银川市 > 灵武市,2,2,3,3,3,有所耳闻,书面记载,有所耳闻,有所耳闻,书面记载,7,7,7
284,2018/2/24 11:31,银川市 > 灵武市 > 梧桐树乡,3,3,,3,1,2,,本科及以上,务农,"5,000~10,000元",尚无,尚无,固定电话,互联网; 移动电话; 固定电话,尚无,自行车,自行车,摩托车; 自行车,无,尚无,,,,,,,,,书面记载; 有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,10,7,7
283,2018/2/24 11:23,银川市 > 灵武市 > 城区街道,3,3,,2,,2,2,本科及以上,非农,"＜5,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,自行车,摩托车,汽车,有,尚无,,,,,,,,,书面记载; 有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,有所耳闻,9,8,8
282,2018/2/24 11:22,银川市 > 灵武市,1,2,,1,2,,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,移动电话; 固定电话; 互联网,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,7,6
281,2018/2/24 11:22,银川市 > 灵武市 > 城区街道,2,2,,2,2,,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,周遭经历; 有所耳闻,书面记载; 有所耳闻; 周遭经历,7,7,8
280,2018/2/24 11:00,银川市 > 灵武市 > 东塔镇,3,4,1,,5,,1,本科及以上,务农,"5,000~10,000元",尚无,尚无,尚无,移动电话; 固定电话; 互联网,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,有所耳闻,有所耳闻,周遭经历,5,5,8
279,2018/2/24 10:51,银川市 > 西夏区 > 城区各街道,1,3,,2,2,,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,6,6
278,2018/2/24 10:48,银川市 > 灵武市 > 宁东镇,1,3,,2,2,,,本科及以上,非农,"20,000~50,000元",尚无,尚无,固定电话,互联网,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,8,7,6
277,2018/2/24 9:55,中卫市 > 海原县 > 关桥乡,3,3,,1,3,2,,本科及以上,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,无,洪灾,1次 > 请填写受灾年份，记不清则留空: 2006,,中卫市 > 海原县 > 关桥乡,1,1,1,1,3,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,2,2,8
276,2018/2/24 9:40,银川市 > 灵武市,2,6,2,1,5,1,,大专,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,自行车,摩托车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,6,6,6
275,2018/2/24 9:38,银川市 > 灵武市,2,3,,3,2,,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,互联网; 固定电话; 移动电话,尚无,尚无,尚无,汽车; 自行车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,周遭经历,5,5,5
274,2018/2/24 7:40,石嘴山市,1,2,,1,2,,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,书面记载; 书面记载; 有所耳闻,书面记载; 有所耳闻; 书面记载,书面记载; 书面记载; 有所耳闻,书面记载; 有所耳闻; 书面记载,书面记载; 有所耳闻,10,10,10
273,2018/2/24 7:37,石嘴山市,1,2,,1,2,,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,书面记载; 书面记载; 有所耳闻,书面记载; 有所耳闻; 书面记载,书面记载; 有所耳闻; 书面记载,书面记载; 有所耳闻; 书面记载,书面记载; 有所耳闻,10,10,10
272,2018/2/24 7:31,石嘴山市,2,3,,,1,,,大专,非农,"＜5,000元",尚无,尚无,尚无,固定电话,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,书面记载,书面记载,书面记载,书面记载,书面记载,10,10,10
271,2018/2/24 7:29,石嘴山市,2,2,1,,2,1,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,6,6,6
270,2018/2/24 7:27,石嘴山市,2,1,,1,2,,,高中或中专,非农,"5,000~10,000元",尚无,尚无,尚无,固定电话; 移动电话,尚无,尚无,自行车,摩托车,无,尚无,,,,,,,,,毫无了解,毫无了解,有所耳闻,毫无了解,有所耳闻,6,6,6
269,2018/2/23 23:51,银川市 > 灵武市,1,3,,1,3,,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,自行车,汽车; 自行车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,有所耳闻,10,6,5
268,2018/2/23 23:46,银川市 > 灵武市,1,3,,1,3,,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,移动电话; 互联网; 固定电话,尚无,尚无,自行车,汽车; 自行车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,有所耳闻,10,6,5
267,2018/2/23 23:29,银川市 > 灵武市,1,2,,1,,2,,本科及以上,非农,"10,000~20,000元",尚无,尚无,固定电话,互联网; 移动电话; 固定电话,尚无,尚无,自行车,尚无,无,尚无,,,,,,,,,书面记载,有所耳闻,有所耳闻,有所耳闻,有所耳闻,7,7,5
266,2018/2/23 23:01,银川市 > 灵武市 > 城区街道,1,2,,1,2,,,本科及以上,非农,"5,000~10,000元",尚无,尚无,尚无,固定电话,尚无,尚无,尚无,汽车,有,洪灾,1次 > 请填写受灾年份，记不清则留空: 空,,中卫市,2,4,2,1,3,有所耳闻,有所耳闻,有所耳闻,有所耳闻,周遭经历,5,6,5
265,2018/2/23 22:59,银川市 > 西夏区 > 镇北堡镇,2,2,1,1,2,,,本科及以上,非农,"10,000~20,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,自行车,自行车,摩托车; 汽车,有,尚无,,,,,,,,,书面记载,有所耳闻,有所耳闻; 书面记载,有所耳闻; 书面记载,书面记载,8,6,6
264,2018/2/23 22:52,石嘴山市 > 惠农区 > 城区各街道,1,2,1,,2,,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,自行车,自行车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,8,9,7
263,2018/2/23 22:43,石嘴山市 > 大武口区 > 市区各街道,2,1,1,,2,,,大专,非农,"20,000~50,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,自行车,汽车; 自行车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,有所耳闻,6,8,6
262,2018/2/23 22:36,石嘴山市 > 大武口区 > 市区各街道,1,2,1,,2,,,大专,非农,"＜5,000元",尚无,尚无,固定电话,固定电话; 移动电话,尚无,尚无,尚无,自行车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,周遭经历,有所耳闻,5,5,5
261,2018/2/23 22:26,石嘴山市 > 惠农区 > 城区各街道,1,2,,1,2,,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,书面记载,书面记载,书面记载,书面记载,有所耳闻; 书面记载,10,10,10
260,2018/2/23 22:03,石嘴山市 > 大武口区,1,2,,1,2,,,大专,非农,"20,000~50,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,书面记载,10,10,10
259,2018/2/23 22:02,银川市 > 贺兰县,2,3,,1,2,,2,高中或中专,非农,"20,000~50,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,书面记载,10,10,10
258,2018/2/23 21:56,石嘴山市 > 大武口区 > 白芨沟街道,3,2,2,,2,1,1,大专,非农,"20,000~50,000元",移动电话,尚无,尚无,移动电话; 固定电话,尚无,自行车,自行车,汽车,有,尚无,,,,,,,,,书面记载,书面记载,书面记载,书面记载,书面记载,5,6,10
257,2018/2/23 21:49,石嘴山市 > 大武口区 > 市区各街道,1,1,,,,2,,大专,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,自行车,自行车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,8,7,6
256,2018/2/23 21:20,石嘴山市 > 惠农区 > 城区各街道,2,1,,1,2,,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,周遭经历,周遭经历,书面记载,10,10,10
255,2018/2/23 21:15,银川市 > 金凤区,2,1,,,1,1,,高中或中专,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,自行车,自行车; 摩托车,汽车,有,尚无,,,,,,,,,有所耳闻,毫无了解,毫无了解,有所耳闻,书面记载,5,6,10
254,2018/2/23 21:11,石嘴山市 > 大武口区 > 市区各街道,1,2,1,,2,,,大专,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,5,5,6
253,2018/2/23 21:05,石嘴山市 > 大武口区,4,6,2,1,4,2,1,高中或中专,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,有所耳闻,书面记载,书面记载,有所耳闻,有所耳闻,6,6,6
252,2018/2/23 21:03,石嘴山市 > 惠农区 > 城区各街道,2,2,2,,2,,,大专,非农,"＜5,000元",尚无,尚无,尚无,移动电话; 互联网; 固定电话,尚无,自行车; 尚无,尚无,自行车; 摩托车,有,尚无,,,,,,,,,有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,6,6,6
251,2018/2/23 20:52,石嘴山市 > 大武口区 > 星海镇,1,2,,,2,,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,书面记载,周遭经历,10,10,10
250,2018/2/23 20:52,石嘴山市 > 大武口区 > 市区各街道,1,2,1,,2,,,本科及以上,非农,"20,000~50,000元",尚无,尚无,尚无,固定电话,尚无,尚无,自行车,自行车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,有所耳闻,6,6,6
249,2018/2/23 20:44,银川市,1,2,,,3,,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,尚无,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,5,5,5
248,2018/2/23 20:34,石嘴山市 > 大武口区 > 市区各街道,2,3,1,,2,,2,大专,非农,"＜5,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,无,尚无,,,,,,,,,书面记载,有所耳闻,有所耳闻,有所耳闻,书面记载,7,4,4
247,2018/2/23 20:25,石嘴山市 > 大武口区,3,1,1,1,2,,,大专,非农,"20,000~50,000元",尚无,尚无,固定电话,移动电话; 互联网,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,6,6,6
246,2018/2/23 20:21,石嘴山市 > 大武口区 > 市区各街道,3,1,1,1,2,,,大专,非农,"20,000~50,000元",尚无,尚无,固定电话,移动电话; 互联网,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,6,6
245,2018/2/23 20:17,银川市,5,6,,3,4,4,3,本科及以上,非农,"10,000~20,000元",尚无,尚无,固定电话,互联网,尚无,自行车,摩托车,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,毫无了解,7,7,7
244,2018/2/23 20:08,石嘴山市 > 平罗县,1,4,1,2,2,2,2,本科及以上,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,汽车,无,尚无,,,,,,,,,书面记载,书面记载,毫无了解,书面记载,亲身经历,10,10,10
243,2018/2/23 19:55,石嘴山市 > 大武口区 > 市区各街道,2,1,1,,2,,,高中或中专,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,自行车,有,尚无,,,,,,,,,书面记载,书面记载,书面记载,书面记载,书面记载,6,6,6
242,2018/2/23 19:51,石嘴山市 > 大武口区,1,3,,1,2,,1,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,有所耳闻,书面记载,书面记载,书面记载,有所耳闻,7,7,7
241,2018/2/23 19:33,石嘴山市 > 大武口区 > 市区各街道,2,1,1,,2,,,大专,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,书面记载; 有所耳闻,书面记载; 有所耳闻,书面记载,6,6,6
240,2018/2/23 19:24,石嘴山市,2,1,,,2,1,,本科及以上,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,尚无,自行车,无,尚无,,,,,,,,,书面记载,书面记载,书面记载,书面记载,书面记载,10,10,10
239,2018/2/23 19:06,石嘴山市 > 平罗县 > 城关镇,2,1,,1,1,1,,本科及以上,非农,"10,000~20,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,摩托车,汽车,有,洪灾,2次 > 请分别填写受灾年份，记不清则留空: 1998      1999,,石嘴山市 > 平罗县 > 崇岗镇,3,0,1,1,1,毫无了解,有所耳闻,有所耳闻,周遭经历,毫无了解,8,9,10
238,2018/2/23 17:01,石嘴山市 > 惠农区 > 城区各街道,2,1,,1,2,,,本科及以上,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,10,6
237,2018/2/23 16:19,石嘴山市,3,3,,,1,2,1,小学以下,非农,"＜5,000元",尚无,尚无,固定电话,移动电话,尚无,自行车,摩托车,汽车,无,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,周遭经历,6,6,10
236,2018/2/23 16:10,石嘴山市,0,2,,,2,,1,本科及以上,非农,"20,000~50,000元",移动电话,尚无,固定电话,移动电话; 互联网,自行车,自行车,摩托车; 自行车,汽车,有,尚无,,,,,,,,,书面记载,书面记载,书面记载,周遭经历,书面记载,2,2,2
235,2018/2/23 14:50,石嘴山市 > 大武口区,1,2,1,,2,,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
234,2018/2/23 14:33,石嘴山市,2,1,1,,2,,,大专,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,6,6
233,2018/2/23 14:24,石嘴山市 > 大武口区 > 星海镇,1,2,,,2,,,本科及以上,非农,"10,000~20,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,自行车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,8,8,8
232,2018/2/23 14:20,石嘴山市,2,1,1,,2,,,本科及以上,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,6,6
231,2018/2/23 13:47,石嘴山市 > 大武口区,1,2,2,,2,,,大专,非农,"20,000~50,000元",移动电话,移动电话,移动电话,移动电话,汽车,汽车,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,10,10,10
230,2018/2/23 13:28,中卫市 > 中宁县,5,3,2,1,3,2,,本科及以上,非农,"20,000~50,000元",尚无,固定电话,移动电话; 固定电话,互联网; 移动电话; 固定电话,自行车,自行车; 摩托车,摩托车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,5,5
229,2018/2/23 13:26,石嘴山市 > 大武口区,4,4,,3,5,2,2,本科及以上,非农,"＜5,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,书面记载,书面记载,书面记载,书面记载,有所耳闻,6,7,10
228,2018/2/23 13:12,中卫市 > 中宁县 > 宁安镇,5,4,2,2,4,,2,本科及以上,非农,"＞50,000元",尚无,固定电话,固定电话,移动电话; 互联网; 固定电话,尚无,自行车,自行车; 摩托车,自行车; 汽车; 摩托车,有,尚无,,,,,,,,,有所耳闻; 书面记载,书面记载,有所耳闻; 书面记载,有所耳闻,有所耳闻; 周遭经历,8,9,8
227,2018/2/23 11:51,中卫市 > 中宁县,2,3,,3,2,,,本科及以上,务农,"10,000~20,000元",尚无,尚无,固定电话,移动电话; 互联网,自行车,自行车,摩托车,汽车,有,尚无,,,,,,,,,书面记载,有所耳闻,书面记载,书面记载,书面记载,6,6,6
226,2018/2/23 10:45,石嘴山市 > 大武口区 > 市区各街道,1,2,,1,2,,,大专,非农,"＞50,000元",尚无,尚无,尚无,固定电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,5,5,5
225,2018/2/23 10:44,石嘴山市 > 大武口区,1,3,,1,1,1,1,大专,非农,"＞50,000元",尚无,尚无,尚无,固定电话; 移动电话,尚无,自行车,自行车,自行车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,7,6,6
224,2018/2/23 10:44,石嘴山市 > 惠农区,1,2,,1,2,,,高中或中专,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,自行车,自行车,自行车,有,尚无,,,,,,,,,毫无了解,有所耳闻,有所耳闻,亲身经历,周遭经历,6,7,6
223,2018/2/23 10:41,石嘴山市,0,1,,,1,,,本科及以上,非农,"20,000~50,000元",尚无,尚无,固定电话,固定电话; 移动电话; 互联网,尚无,尚无,自行车,尚无,有,尚无,,,,,,,,,书面记载,毫无了解,毫无了解,毫无了解,毫无了解,10,6,6
222,2018/2/23 10:33,石嘴山市 > 大武口区,1,3,,1,1,1,1,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话; 固定电话; 互联网,尚无,自行车,自行车,自行车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,8,7,7
221,2018/2/23 10:26,吴忠市 > 利通区 > 金积镇,2,3,,,3,1,,本科及以上,务农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,自行车,自行车,自行车; 摩托车,无,涝灾,,2次 > 请分别填写受灾年份，记不清则留空: 记不清,吴忠市 > 利通区 > 金积镇,,0,1,1,,有所耳闻,有所耳闻,有所耳闻; 周遭经历,有所耳闻; 周遭经历,有所耳闻,8,6,10
